Name,CriticRate,CriticNum,UserRate,UserNum,TN,Index,Year
Empress Of The Deep,0,0,0,0,0,0,2014
Empress Of The Deep 2: Song Of The Blue Whale,0,0,0,0,0,0,2014
Endless Legend,82,37,7.9,492,86.2,80.28770302,2014
Enemy Front,52,13,5.7,107,23.7,54.25738397,2014
Enemy Mind,0,1,8.2,10,2,82,2014
Enforcer: Police Crime Action,36,5,5,21,7.1,40.14084507,2014
Enigmatis 2: The Mists of Ravenwood,0,0,7.3,7,0.7,73,2014
Enigmatis: The Ghosts of Maple Creek,0,0,0,0,0,0,2014
Enola,0,3,5,8,3.8,50,2014
Epic Battle Fantasy 4,0,0,7.9,39,3.9,79,2014
Epic Space,0,0,0,0,0,0,2014
Epigenesis,0,1,5.4,5,1.5,54,2014
Episode 1 - A Boy Learns What Fear Is,0,0,0,0,0,0,2014
EPOCH,0,1,0,0,1,0,2014
Eradicator,0,0,0,0,0,0,2014
Escape Dead Island,52,23,3.6,69,29.9,48.30769231,2014
Escape Goat 2,76,11,7.5,22,13.2,75.83333333,2014
Escape The Lost Kingdom: The Forgotten Pharaoh,0,0,0,0,0,0,2014
Escape The Museum,0,0,0,0,0,0,2014
Eschalon: Book III,67,5,6.7,26,7.6,67,2014
Eterium,0,2,0,0,2,0,2014
Ethan: Meteor Hunter,59,7,5.4,12,8.2,58.26829268,2014
Ether One,82,20,6.9,49,24.9,79.44176707,2014
Etherlords,77,11,7.6,35,14.5,76.75862069,2014
Etherlords II,78,17,7.7,48,21.8,77.77981651,2014
Eufloria HD,63,9,7.6,93,18.3,69.60655738,2014
Eurofighter Typhoon,69,10,7.2,13,11.3,69.34513274,2014
European Fishing,0,0,0,0,0,0,2014
Everlasting Summer,0,0,9.1,414,41.4,91,2014
EVGA Precision XOC,0,0,0,0,0,0,2014
Evil Pumpkin: The Lost Halloween,0,1,8,5,1.5,80,2014
EvilQuest,0,0,8.3,4,0.4,83,2014
Evolution RTS,0,0,0,0,0,0,2014
Evopollution,0,0,0,0,0,0,2014
Exodus,0,0,0,0,0,0,2014
eXperience 112,0,0,0,0,0,0,2014
Explodemon,0,0,0,0,0,0,2014
Extreme Roads USA,0,0,0,0,0,0,2014
F1 2014,61,20,4.8,66,26.6,57.77443609,2014
F-117A Nighthawk Stealth Fighter 2.0,0,0,0,0,0,0,2014
Fable Anniversary,0,2,4.9,112,13.2,49,2014
Fabula Mortis,0,0,0,0,0,0,2014
Faces of War,67,21,8.5,71,28.1,71.5480427,2014
Fading Hearts,0,1,3.6,5,1.5,36,2014
Faery - Legends of Avalon,59,10,6.6,21,12.1,60.21487603,2014
FaeVerse Alchemy,0,0,0,0,0,0,2014
"Fairy Tale About Father Frost, Ivan and Nastya",0,0,0,0,0,0,2014
Fall of the New Age Premium Edition,0,0,0,0,0,0,2014
Famaze,0,0,0,0,0,0,2014
Fancy Skulls,0,0,0,0,0,0,2014
Fantasy Grounds,0,1,0,0,1,0,2014
Far Cry 4,80,17,6.8,1238,140.8,69.44886364,2014
Farm for your Life,0,0,8.3,9,0.9,83,2014
Farm Frenzy 4,0,0,0,0,0,0,2014
Farm Machines Championships 2014,0,3,0,0,3,0,2014
Farming Simulator 15,64,18,7.3,84,26.4,66.86363636,2014
Farming World,0,2,3.8,4,2.4,38,2014
FarSky,0,1,7.2,20,3,72,2014
Fat Chicken,0,2,0,0,2,0,2014
FATE: The Cursed King,0,0,0,0,0,0,2014
FATE: The Traitor Soul,0,0,6.4,5,0.5,64,2014
FATE: Undiscovered Realms,0,2,6.2,6,2.6,62,2014
Fatty Bear's Birthday Surprise,0,0,0,0,0,0,2014
fault - milestone one,0,2,7.4,12,3.2,74,2014
Fearless Fantasy,0,3,7.2,9,3.9,72,2014
Feel-A-Maze,0,0,0,0,0,0,2014
Fenix Rage,75,20,6.9,16,21.6,74.55555556,2014
Fiesta Online 0,0,0,3.6,19,1.9,36,2014
Fight The Dragon,76,6,8.2,21,8.1,77.55555556,2014
Final Dusk,0,0,0,0,0,0,2014
FI0L FANTASY III,68,4,6.8,57,9.7,68,2014
FI0L FANTASY IV,0,0,7.6,32,3.2,76,2014
FI0L FANTASY XIII,65,6,5.4,294,35.4,55.86440678,2014
FI0L FANTASY XIII-2,75,6,7,116,17.6,71.70454545,2014
FI0L FANTASY XIV Online,49,26,3.9,373,63.3,43.10742496,2014
Final Rush,0,0,6,4,0.4,60,2014
Final Slam 2,0,0,0,0,0,0,2014
Fingerbones,0,0,5.6,8,0.8,56,2014
Firefighters 2014,0,0,3,5,0.5,30,2014
Fireworks Simulator,0,2,0,0,2,0,2014
FIST OF AWESOME,0,0,5.3,4,0.4,53,2014
Fistful of Frags,0,1,7.9,36,4.6,79,2014
Five Nights at Freddy's,78,8,7.1,431,51.1,72.09589041,2014
Five Nights at Freddy's 2,62,5,7.2,205,25.5,70.03921569,2014
FLASHOUT 2,0,0,0,0,0,0,2014
Fleet Defender: The F-14 Tomcat Simulation,0,0,0,0,0,0,2014
Floating Point,0,0,6.5,11,1.1,65,2014
Flockers,66,11,5.3,9,11.9,65.01680672,2014
Flower Shop: Summer In Fairbrook,0,1,0,0,1,0,2014
Flower Shop: Winter In Fairbrook,0,1,0,0,1,0,2014
Flyhunter Origins,0,1,0,3,1.3,0,2014
Foosball - Street Edition,0,0,0,0,0,0,2014
Football Mogul 15,0,0,0,0,0,0,2014
FootLOL: Epic Fail League,0,3,5.9,8,3.8,59,2014
Foresight,0,0,0,0,0,0,2014
Fork Parker's Holiday Profit Hike,0,1,0,0,1,0,2014
FOTONICA,71,4,7.7,9,4.9,72.10204082,2014
FRACT OSC,75,25,6.1,29,27.9,73.54480287,2014
Frayed Knights: The Skull of S'makh-Daon,0,2,8,6,2.6,80,2014
Freddi Fish 2: The Case of the Haunted Schoolhouse,0,0,0,0,0,0,2014
Freddi Fish 3: The Case of the Stolen Conch Shell,0,0,0,0,0,0,2014
Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,0,0,0,0,0,0,2014
Freddi Fish 5: The Case of the Creature of Coral Cove,0,0,0,0,0,0,2014
Freddi Fish and Luther's Maze Madness,0,0,0,0,0,0,2014
Freddi Fish and Luther's Water Worries,0,0,0,0,0,0,2014
Freddi Fish and the Case of the Missing Kelp Seeds,0,0,0,0,0,0,2014
Frederic: Evil Strikes Back,0,1,5.2,6,1.6,52,2014
Frederic: Resurrection of Music,0,0,0,0,0,0,2014
Freedom Fall,0,2,7.5,14,3.4,75,2014
Freedom Planet,83,7,8.3,125,19.5,83,2014
Freespace 2,91,16,8.8,131,29.1,89.64948454,2014
Freight Tycoon Inc.,0,0,7,5,0.5,70,2014
Fritz Chess 14,0,0,0,0,0,0,2014
Fritz for Fun 13,0,0,0,0,0,0,2014
From the Depths,0,0,7.8,6,0.6,78,2014
Front Page Sports Football,0,1,0,0,1,0,2014
FRONTIERS,0,0,0,0,0,0,2014
Frontline : Longest Day,83,4,6.7,9,4.9,80.06122449,2014
Frontline : Road to Moscow,0,3,0,0,3,0,2014
Frozen Synapse Prime,83,4,6.7,9,4.9,80.06122449,2014
Full Bore,72,11,6.7,15,12.5,71.4,2014
Full Mojo Rampage,0,2,8.1,27,4.7,81,2014
Fuse,0,0,0,0,0,0,2014
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,74,38,7.7,85,46.5,74.5483871,2014
Galactic Arms Race,0,0,5.7,7,0.7,57,2014
Galactic Command Echo Squad SE,0,0,0,0,0,0,2014
Galcon 2: Galactic Conquest,0,0,0,0,0,0,2014
Game Character Hub,0,0,0,0,0,0,2014
Game of Thrones - A Telltale Games Series,64,21,6.4,329,53.9,64,2014
Game Tycoon 1.5,0,0,3.3,12,1.2,33,2014
GamersGoMakers,0,0,7,38,3.8,70,2014
Gardens Inc. :From Rakes to Riches,0,0,0,0,0,0,2014
Gardens Inc. 2: The Road to Fame,0,0,0,0,0,0,2014
Gates of Horizon,0,1,8.3,4,1.4,83,2014
GAUGE,0,0,0,0,0,0,2014
Gauntlet Slayer Edition,68,38,7.1,170,55,68.92727273,2014
G-Ball,0,0,0,0,0,0,2014
GearCity,0,0,7.2,5,0.5,72,2014
Geekbench 3,0,0,0,0,0,0,2014
Gems of War - Puzzle RPG,0,0,4.6,13,1.3,46,2014
Gender Bender D0 Twister Extreme,0,0,0,0,0,0,2014
Geometry Dash,0,1,8.2,58,6.8,82,2014
Geometry Wars 3: Dimensions Evolved,0,0,0,0,0,0,2014
Get Off My Lawn!,0,0,0,0,0,0,2014
GhostControl Inc.,0,3,7.8,38,6.8,78,2014
Ghostship Aftermath,0,1,5.8,44,5.4,58,2014
GIGANTIC ARMY,73,7,6.4,10,8,71.875,2014
Girls Like Robots,0,0,0,0,0,0,2014
Glacier 3: The Meltdown,0,0,1.6,10,1,16,2014
Global ATC Simulator,0,0,0,0,0,0,2014
Global Outbreak: Doomsday Edition,0,1,0,0,1,0,2014
Go! Go! Nippon! ~My First Trip to Japan~,0,2,6.4,24,4.4,64,2014
Goat Simulator,62,39,6.6,896,128.6,64.78693624,2014
GoD Factory: Wingmen,76,11,6.6,18,12.8,74.59375,2014
Gods vs Humans,0,2,0,0,2,0,2014
Gods Will Be Watching,64,45,6.4,133,58.3,64,2014
Gold Rush! Anniversary,0,3,0,0,3,0,2014
Gold Rush! Classic,0,0,0,0,0,0,2014
Graviteam Tactics: Operation Star,0,0,7.8,6,0.6,78,2014
Gray Matter,72,27,7.7,90,36,73.25,2014
Great Permutator,0,0,0,0,0,0,2014
GRID Autosport,78,35,6.3,270,62,71.46774194,2014
Gridiron Solitaire,0,0,8,10,1,80,2014
Grim Legends: The Forsaken Bride,0,0,8.7,6,0.6,87,2014
Grimind,0,2,6.6,7,2.7,66,2014
Grimm,0,1,6.3,6,1.6,63,2014
Ground Pounders,0,2,4.5,4,2.4,45,2014
Growing Pains,0,1,0,0,1,0,2014
GTGD S1: More Than a Gamer,0,0,0,0,0,0,2014
GTGD S2: Just One Dev,0,0,0,0,0,0,2014
Guacamelee! Super Turbo Championship Edition,80,6,7,68,12.8,74.6875,2014
Guilty Gear Isuka,0,0,6.6,10,1,66,2014
Guilty Gear X2 #Reload,0,1,8.4,17,2.7,84,2014
Guise Of The Wolf,0,3,0.5,249,27.9,5,2014
Gun Metal,0,0,7.7,18,1.8,77,2014
Gun Wings,0,0,0,0,0,0,2014
Gunhound EX,0,2,0,0,2,0,2014
Gunman Clive,0,1,7,6,1.6,70,2014
Guns and Robots,0,0,0,0,0,0,2014
Guns n Zombies,0,0,6.7,7,0.7,67,2014
Gunship!,0,0,0,0,0,0,2014
Gunspell - Steam Edition,0,0,0,0,0,0,2014
GunZ 2: The Second Duel,0,0,5.9,27,2.7,59,2014
Hack 'n' Slash,73,14,5.3,35,17.5,69,2014
Hadean Lands,0,0,0,0,0,0,2014
Haegemonia: Legions of Iron,0,0,0,0,0,0,2014
Haegemonia: The Solon Heritage,0,0,0,0,0,0,2014
Hail to the King: Deathbat,0,1,0,0,1,0,2014
Half Minute Hero: The Second Coming,79,6,7,15,7.5,77.2,2014
Halfway,69,13,6.1,17,14.7,68.07482993,2014
Halo: Spartan Assault,70,17,6.2,119,28.9,66.70588235,2014
Hangeki,0,0,0,0,0,0,2014
Hard Truck Apocalypse / Ex Machina,4.5,11,8.5,56,16.6,31.65662651,2014
Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,0,0,0,0,0,0,2014
Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,0,0,7.7,9,0.9,77,2014
Hardland,0,0,0,0,0,0,2014
Harvester,53,8,7.9,43,12.3,62.08943089,2014
Hatoful Boyfriend,68,35,7.3,89,43.9,69.01366743,2014
Haunt the House: Terrortown,0,0,0,0,0,0,2014
Haunted,76,5,7.6,14,6.4,76,2014
Haunted House: Cryptic Graves,0,3,2.4,5,3.5,24,2014
Haunted Past: Realm of Ghosts,0,0,0,0,0,0,2014
Hazard Ops,0,0,0,0,0,0,2014
Heavy Bullets,72,12,7.7,7,12.7,72.27559055,2014
Heavy Fire: Afghanistan,0,2,3.2,5,2.5,32,2014
Hegemony Rome: The Rise of Caesar,0,3,4.1,25,5.5,41,2014
Heileen 1: Sail Away,0,0,0,0,0,0,2014
Heileen 2: The Hands Of Fate,0,0,0,0,0,0,2014
Heileen 3: New Horizons,0,0,0,0,0,0,2014
Heldric - The legend of the shoemaker,0,0,0,0,0,0,2014
Helicopter Simulator 2014: Search and Rescue,0,2,3.2,5,2.5,32,2014
Hell,0,0,0,0,0,0,2014
Hero of Many,0,2,0,0,2,0,2014
Hero Siege,0,2,7.3,44,6.4,73,2014
Heroes & Legends: Conquerors of Kolhar,0,1,0,0,1,0,2014
Heroes of a Broken Land,0,2,5.5,4,2.4,55,2014
Heroes of Steel RPG,0,0,5,14,1.4,50,2014
Heroes Rise: HeroFall,0,0,0,0,0,0,2014
Heroes Rise: The Hero Project,0,1,0,0,1,0,2014
Heroes Rise: The Prodigy,0,0,0,0,0,0,2014
Heroine's Quest: The Herald of Ragnarok,0,1,8.2,23,3.3,82,2014
Hexcells,0,0,7.9,21,2.1,79,2014
Hexcells Infinite,0,0,8.5,12,1.2,85,2014
Hexcells Plus,0,0,7.8,14,1.4,78,2014
Hexus,0,0,0,0,0,0,2014
Hidden in Plain Sight,0,0,0,0,0,0,2014
Hidden Object Bundle 4 in 1,0,0,0,0,0,0,2014
Hippocampal: The White Sofa,0,1,0,0,1,0,2014
Hitman: Contracts,74,27,7.7,195,46.5,75.25806452,2014
Hive,0,0,0,0,0,0,2014
Hocus Pocus,0,0,0,0,0,0,2014
Hollow's Land,0,0,0,0,0,0,2014
Holy Avatar vs. Maidens of the Dead,0,0,7,7,0.7,70,2014
Home Sheep Home 2,0,1,0,0,1,0,2014
Homebrew - Patent Unknown,0,0,0,0,0,0,2014
Horizon,58,14,6.7,15,15.5,58.87096774,2014
Hostile Waters: Antaeus Rising,80,14,7.6,33,17.3,79.23699422,2014
Hotel Collectors Edition,0,0,0,0,0,0,2014
"House of 1,000 Doors: Family Secrets Collector's Edition",0,0,0,0,0,0,2014
House of 1000 Doors: The Palm of Zoroaster Collector's Edition,0,0,0,0,0,0,2014
How to Survive,60,19,7,288,47.8,66.0251046,2014
HTR+ Slot Car Simulation,0,0,0,0,0,0,2014
Humanity Asset,0,1,2.3,6,1.6,23,2014
Humans Must Answer,55,7,5.3,10,8,54.75,2014
Hunters Of The Dead,0,1,0,0,1,0,2014
Hyper Fighters,0,0,0,0,0,0,2014
I Am Vegend - Zombiegeddon,0,0,0,0,0,0,2014
I Will Escape,0,0,0,0,0,0,2014
"I, Zombie",65,4,5.4,17,5.7,61.71929825,2014
ibb & obb,83,4,8.2,17,5.7,82.70175439,2014
Icewind Dale: Enhanced Edition,80,13,7.3,121,25.1,76.62549801,2014
Ichi,0,0,0,0,0,0,2014
If My Heart Had Wings,0,1,8.5,8,1.8,85,2014
iGrow Game,0,0,0,0,0,0,2014
IGT Slots Paradise Garden,0,0,0,0,0,0,2014
IHF Handball Challenge 12,0,3,0,0,3,0,2014
IHF Handball Challenge 14,0,0,0,0,0,0,2014
Ikaruga,84,4,8.1,27,6.7,82.79104478,2014
IL-2 Sturmovik: Battle of Stalingrad,74,7,6,264,33.4,62.93413174,2014
Ilamentia,0,0,0,0,0,0,2014
Imagine Earth,0,0,0,0,0,0,2014
Imagine Me,0,0,0,0,0,0,2014
Imperial Glory,69,28,8.1,80,36,71.66666667,2014
Incoming Forces,67,10,5.8,8,10.8,66.33333333,2014
Indie Graphics Bundle - Royalty Free Sprites,0,0,0,0,0,0,2014
Industry Empire,0,2,2.3,6,2.6,23,2014
Inescapable,0,0,0,0,0,0,2014
Infested Planet,75,13,7.6,45,17.5,75.25714286,2014
Infinite Game Works Episode 0,0,0,0,0,0,0,2014
Infinity Runner,56,8,6.5,6,8.6,56.62790698,2014
Infinity Wars: Animated Trading Card Game,0,1,7.7,75,8.5,77,2014
Influent,0,1,7.5,4,1.4,75,2014
Inherit the Earth: Quest for the Orb,0,0,0,0,0,0,2014
Insanity's Blade,0,1,0,0,1,0,2014
Inside The Gear,0,0,0,0,0,0,2014
Instant Dungeon!,0,2,0,0,2,0,2014
Insurgency,74,24,8.7,550,79,83.05063291,2014
International Snooker,0,1,5,4,1.4,50,2014
Into Blue Valley,0,2,0,0,2,0,2014
Into the Dark: Ultimate Trash Edition,0,1,0,0,1,0,2014
iO,0,1,0,0,1,0,2014
Ionball 2: Ionstorm,70,4,6.3,9,4.9,68.71428571,2014
Iron Fisticle,0,3,0,0,3,0,2014
Iron Soul,0,0,2.5,8,0.8,25,2014
Iron Storm,69,16,5.6,24,18.4,67.30434783,2014
Isomer,0,0,0,0,0,0,2014
It's A Wipe!,0,1,0,0,1,0,2014
It's time to get out from the solar system,0,0,0,0,0,0,2014
J.U.L.I.A.: Among the Stars,71,9,7.6,23,11.3,72.01769912,2014
Jacob Jones and the Bigfoot Mystery : Episode 1,0,0,0,0,0,0,2014
Jacob Jones and the Bigfoot Mystery : Episode 2,0,0,0,0,0,0,2014
Jagged Alliance 1: Gold Edition,0,0,0,0,0,0,2014
Jagged Alliance Flashback,52,10,4.3,75,17.5,48.14285714,2014
Jamsouls,0,0,0,0,0,0,2014
Jane Angel: Templar Mystery,0,0,0,0,0,0,2014
Jazzpunk: Director's Cut,75,43,7.7,134,56.4,75.4751773,2014
Jet Car Stunts,57,9,7.4,5,9.5,57.89473684,2014
Jet Gunner,0,0,6.7,6,0.6,67,2014
Jets'n'Guns Gold,0,0,0,0,0,0,2014
Joe Dever's Lone Wolf HD Remastered,78,13,6.8,21,15.1,76.60927152,2014
Journal,59,4,6.2,10,5,59.6,2014
Journey of the King,0,0,0,0,0,0,2014
JUJU,65,4,8,6,4.6,66.95652174,2014
KAMI,0,2,7.7,7,2.7,77,2014
KAMUI,0,1,0,0,1,0,2014
Karos,0,0,0,0,0,0,2014
KEL Reaper of Entropy,0,0,0,0,0,0,2014
Khet 2.0,0,0,0,0,0,0,2014
Kick-Ass 2,0,2,1.9,15,3.5,19,2014
KickBeat Steam Edition,66,7,7.4,14,8.4,67.33333333,2014
Kill Fun Yeah,0,0,0,0,0,0,2014
Kill The Bad Guy,62,6,5.4,9,6.9,60.95652174,2014
Killer is Dead - Nightmare Edition,71,8,6.4,94,17.4,67.2183908,2014
Killing Floor - Toy Master,0,0,0,0,0,0,2014
Kinetic Void,0,1,3.8,5,1.5,38,2014
Kingdom Elemental,0,0,0,0,0,0,2014
Kingdom Rush,0,2,8.5,56,7.6,85,2014
Kingdom Tales,0,1,0,0,1,0,2014
Kingdom Tales 2,0,0,0,0,0,0,2014
King's Bounty: Dark Side,73,13,6.3,70,20,69.5,2014
Knightmare Tower,0,1,5.8,6,1.6,58,2014
Konung 2,35,4,6.8,21,6.1,46.36065574,2014
Konung 3: Ties of the Dynasty,0,0,5.7,6,0.6,57,2014
Koya Rift,0,0,0,0,0,0,2014
Kraven Manor,58,4,6.1,16,5.6,58.85714286,2014
Krita,0,0,0,0,0,0,2014
Kromaia,68,5,8.1,7,5.7,69.59649123,2014
KRUNCH,0,1,0,0,1,0,2014
Ku: Shroud of the Morrigan,0,0,0,0,0,0,2014
Lamia Must Die,0,0,0,0,0,0,2014
Lands of Hope Redemption,0,0,0,0,0,0,2014
Lantern Forge,0,1,6.9,19,2.9,69,2014
LARA CROFT AND THE TEMPLE OF OSIRIS,73,17,5.6,59,22.9,68.62008734,2014
Last Dream,0,0,8.1,16,1.6,81,2014
Last Inua,0,1,0,0,1,0,2014
Last Knight: Rogue Rider Edition,0,2,8.8,4,2.4,88,2014
Left in the Dark: No One on Board,0,0,0,0,0,0,2014
Legend of Grimrock 2,85,38,8.1,354,73.4,83.07084469,2014
Legends of Persia,0,2,6.4,15,3.5,64,2014
Legions of Ashworld,0,2,6.8,4,2.4,68,2014
Legionwood 2: Rise of the Eternal's Realm - Director's Cut,0,1,0,0,1,0,2014
LEGO Batman3: Beyond Gotham,0,3,6.9,27,5.7,69,2014
LEGO Pirates of the Caribbean: The Video Game,73,11,6.9,28,13.8,72.1884058,2014
LEGO The Hobbit,68,6,6.9,8,6.8,68.11764706,2014
Leona's Tricky Adventures,0,0,0,0,0,0,2014
Lethal League,82,11,7.7,53,16.3,80.37423313,2014
Let's Sing,0,0,0,0,0,0,2014
Letter Quest: Grimm's Journey,73,4,7.2,13,5.3,72.75471698,2014
LEVEL UP!,0,0,0,0,0,0,2014
Leviathan: The Last Day of the Decade,0,0,8.9,157,15.7,89,2014
Lexica,0,0,0,0,0,0,2014
Lichdom: Battlemage,69,22,6.8,172,39.2,68.56122449,2014
Life Goes On: Done to Death,73,17,7.2,28,19.8,72.85858586,2014
Life of Pixel,0,2,5.2,5,2.5,52,2014
Lifeless Planet Premier Edition,59,22,6.7,128,34.8,61.94252874,2014
Light,49,21,5.1,10,22,49.09090909,2014
Lili: Child of Geos - Complete Edition,0,2,6.7,15,3.5,67,2014
Line Of Defense Tactics - Tactical Advantage,47,6,1,61,12.1,28.34710744,2014
Liquid Rhythm,0,0,0,0,0,0,2014
LISA,78,7,8.7,101,17.1,83.31578947,2014
liteCam Android: No Root Android Screen Recorder,0,0,0,0,0,0,2014
liteCam Game: 100 FPS Game Capture,0,0,0,0,0,0,2014
Litil Divil,0,0,0,0,0,0,2014
Little Racers STREET,62,5,6.8,16,6.6,63.45454545,2014
Loadout,72,17,7.3,445,61.5,72.72357724,2014
LocoCycle,0,3,5.9,13,4.3,59,2014
LogiGun,0,0,0,0,0,0,2014
Logistics Company,0,1,0,0,1,0,2014
Long Night,0,1,2.6,7,1.7,26,2014
Lords of the Black Sun,0,3,5.2,10,4,52,2014
Lords Of The Fallen,73,36,6.9,632,99.2,70.4516129,2014
Lords of Xulima,71,9,8.4,167,25.7,79.44747082,2014
Loren The Amazon Princess,0,3,8.2,13,4.3,82,2014
Lost Chronicles of Zerzura,76,9,6.9,17,10.7,74.88785047,2014
Lost Civilization,0,0,0,0,0,0,2014
Lost Marbles,0,3,0,0,3,0,2014
Lost Saga 0,0,1,6.5,11,2.1,65,2014
LOVE,0,0,7.5,4,0.4,75,2014
Lovely Planet,61,6,7.4,23,8.3,64.60240964,2014
Ludwig,0,0,0,0,0,0,2014
LUFTRAUSERS,80,45,6.8,90,54,78,2014
Lumino City,70,16,7.6,28,18.8,70.89361702,2014
Luna: Shattered Hearts: Episode 1,0,0,0,0,0,0,2014
Luxuria Superbia,0,2,3,6,2.6,30,2014
LYNE,0,0,7.5,22,2.2,75,2014
Machines At War 3,0,1,0,0,1,0,2014
Magic 2015 - Duels of the Planeswalkers,60,25,3.2,126,37.6,50.61702128,2014
Magical Battle Festa,0,0,0,0,0,0,2014
Magicians & Looters,0,0,0,0,0,0,2014
Magicite,0,0,7.4,30,3,74,2014
Magicmaker,0,1,0,0,1,0,2014
Magnetic By Nature,0,0,0,0,0,0,2014
Magnifico,0,0,0,0,0,0,2014
Majestic Nights,32,5,3.5,8,5.8,32.4137931,2014
Major Mayhem,0,1,8,6,1.6,80,2014
Major Stryker,0,0,0,0,0,0,2014
Malevolence: The Sword of Ahkranox,0,0,0,0,0,0,2014
Man in a Maze: Deathmatch,0,1,0,0,1,0,2014
Manga Maker Comipo,0,0,0,0,0,0,2014
Manhunter,0,2,3.8,8,2.8,38,2014
Marauder,0,0,0,0,0,0,2014
Marine Sharpshooter II: Jungle Warfare,52,6,4.1,13,7.3,50.04109589,2014
Mars Colony:Challenger,0,0,0,0,0,0,2014
Martial Arts: Capoeira,0,0,0,0,0,0,2014
Marvin's Mittens,0,3,8.5,4,3.4,85,2014
Mashed,0,0,8,11,1.1,80,2014
Masters of the World - Geopolitical Simulator 3,0,0,0,0,0,0,2014
Math Rescue,0,0,0,0,0,0,2014
Mathoria: It All Adds Up,0,0,0,0,0,0,2014
Mavis Beacon Teaches Typing Family Edition,0,0,0,0,0,0,2014
Max Gentlemen,0,0,0,0,0,0,2014
Max: The Curse of Brotherhood,0,3,7.5,29,5.9,75,2014
May's Mysteries: The Secret of Dragonville,0,1,0,0,1,0,2014
McDROID,0,3,7.3,4,3.4,73,2014
Meadowland,0,0,0,0,0,0,2014
Mecha Ace,0,0,0,0,0,0,2014
Mechanic Escape,0,2,6.7,13,3.3,67,2014
Mega Coin Squad,56,4,0,0,4,56,2014
Melissa K. and the Heart of Gold Collector's Edition,0,0,6.4,7,0.7,64,2014
Meltdown,0,0,6.3,6,0.6,63,2014
Memento Mori 2,0,0,0,0,0,0,2014
Memories of a Vagabond,0,0,4.8,5,0.5,48,2014
Men of War: Assault Squad 2,68,17,6.3,114,28.4,65.99295775,2014
Mercenary Kings: Reloaded Edition,0,1,0,0,1,0,2014
Merchants of Kaidan,0,0,5.6,20,2,56,2014
Meridian: New World,43,4,6.6,14,5.4,48.96296296,2014
Metal Dead,71,4,6.3,9,4.9,69.53061224,2014
METAL GEAR RISING: REVENGEANCE,83,27,7.9,718,98.8,80.09311741,2014
METAL GEAR SOLID V: GROUND ZEROES,80,20,7.6,444,64.4,77.24223602,2014
Metal Planet,0,0,0,0,0,0,2014
METAL SLUG 3,0,0,7.1,49,4.9,71,2014
METAL SLUG X,0,0,7.5,17,1.7,75,2014
Metro 2033 Redux,90,5,8.3,697,74.7,83.46854083,2014
Metro: Last Light Redux,76,5,8.2,279,32.9,81.0881459,2014
Metrocide,68,6,0,0,6,68,2014
Micron,0,0,0,0,0,0,2014
Microsoft Flight Simulator X: Steam Edition,80,28,7.6,103,38.3,78.92428198,2014
Middle-earth: Shadow of Mordor,84,17,7.9,1898,206.8,79.41102515,2014
Midnight Mysteries: Witches of Abraham - Collector's Edition,0,0,0,0,0,0,2014
Might & Magic X - Legacy,71,44,7.3,328,76.8,71.85416667,2014
Miko Gakkou: Second Year,0,0,0,0,0,0,2014
Millennium - A New Hope,0,1,5.9,79,8.9,59,2014
Millennium 2 - Take Me Higher,0,0,8.6,29,2.9,86,2014
Millennium 3 - Cry Wolf,0,0,8.9,33,3.3,89,2014
Millennium 4 - Beyond Sunset,0,0,8.8,26,2.6,88,2014
Millennium 5 - The Battle of the Millennium,0,0,0,0,0,0,2014
Millie,0,0,4.8,4,0.4,48,2014
Millionaire Manor,0,0,0,0,0,0,2014
MIND: Path to Thalamus Enhanced Edition,75,18,6.8,84,26.4,72.77272727,2014
Minimum,69,11,6.5,13,12.3,68.57723577,2014
Mining & Tunneling Simulator,0,0,0,0,0,0,2014
Mining Industry Simulator,0,0,0,0,0,0,2014
Mirror Mysteries,0,0,0,0,0,0,2014
Mirror Mysteries 2,0,0,0,0,0,0,2014
Miscreated,0,0,0,0,0,0,2014
Mission Control: NanoMech,0,0,0,0,0,0,2014
Mitsurugi Kamui Hikae,0,0,6.9,23,2.3,69,2014
MODO indie 901,0,0,0,0,0,0,2014
Moebius: Empire Rising,54,40,6.2,119,51.9,55.83429672,2014
Momodora III,0,0,8,7,0.7,80,2014
Monochroma,55,27,6.9,117,38.7,59.23255814,2014
Monomino,0,0,0,0,0,0,2014
Monster Bash,0,0,0,0,0,0,2014
Monster Challenge Circus,0,0,0,0,0,0,2014
Monsters Ate My Birthday Cake,0,3,0,0,3,0,2014
Monstro: Battle Tactics,0,0,0,0,0,0,2014
Montas,0,0,5.5,4,0.4,55,2014
Monuments of Mars,0,0,0,0,0,0,2014
MoonBase Commander,77,13,6.9,9,13.9,76.48201439,2014
Moonlight Minions,0,0,0,0,0,0,2014
Moorhuhn / Crazy Chicken Tales,0,0,0,0,0,0,2014
Moorhuhn: Tiger and Chicken,0,0,0,0,0,0,2014
Morphopolis,0,2,6.5,14,3.4,65,2014
Moto Racer Collection,0,0,0,0,0,0,2014
MotoGP14,76,5,2.6,24,7.4,59.78378378,2014
MotoGP14 Compact,0,0,0,0,0,0,2014
