"year","title","tags","description"
2013,"Postmortem: One Must Die (Extended Cut)","Adventure,Indie,RPG,Short,Singleplayer,Story Rich,Political,Isometric,Multiple Endings,Politics,Casual,2D,Atmospheric,Dark,Interactive Fiction,Conversation,Dark Comedy,Alternate History",",About This Game,Narrative-adventure playing an Agent of Death who must take ONE life that could change the fate of a conflict-torn Nation!Think The Walking Dead meets Home and The Last Express, with a dash of To The Moon!Freeform exploration with Rich dialogueWhat might you learn searching the fundraising Gala and talking to patrons? Perhaps the less you know the better?Meaningful choices and Unintended ConsequencesCan your choice change the fate of a Nation? What other result could your meddling have?Cast of ambitious and influential charactersWhat if they die? More importantly what if they live?Complex setting of violent domestic conflict and industrial revolutionA devastated country - but is it your place to fix it? What if your educated guess is wrong?Dynamic and surprising EndingThe choice is *entirely* up to you - but what other factors may be affecting the outcome?Online Stats to compare Your Choices withAnonymous aggregate stats of everyone's playthroughs will let you see how your own choices compare! Are you one of the good guys?Free VersionThe basic game, without the extra character and bonus materials, is also available for free from our Official Website!"
2013,"Zafehouse: Diaries","Strategy,Simulation,Zombies,Indie,Survival,RPG,Turn-Based,Singleplayer,Post-apocalyptic,Sandbox,Difficult",",About This Game,Stuck in a remote, abandoned town, you must lead five survivors with conflicting motivations, fragile relationships and fiery prejudices to safety from the roving undead A sophisticated engine generates new survivors, towns and content so every adventure is a different experience, and you can use built-in editors to add yourself and others to the gameFeatures Deal with the volatile relationships of your survivors by strategically assigning them to tasks, siding with them on difficult decisions or seeding rumours about their past The undead aren't the only threat - negotiate, bargain, trade with or fight merciless lynch mobs, zombie hunters and bitten survivors Experience a fresh story each time you play as the procedural engine crafts new survivors, towns and content Built-in editors make it easy to add yourself and your friends to the game Create your own survival horror story in your hometown Unique diary interface records each action, choice and disaster Save your heroic story and share it with othersZafehouse Diaries is a fresh take on the zombie / survival horror genre If you're sick of mindless shooters or generic-looking top down affairs that just don't get what the zombie genre is about, this is the game for youAbout Screwfly StudiosWe're a two-man developer based in Australia, dedicated to creating deep, innovative strategy games for PC Zafehouse Diaries is Screwfly's debut title and the spiritual successor to the highly-regarded Zafehouse"
2013,"YOU DON'T KNOW JACK SPORTS","Indie,Casual",",About This Game,Sports nuts, this one’s for you The classic YDKJ Sports pack is back, featuring sporty host Guy Towers!,Think you know everything about football, basketball, baseball, or hockey? How about tennis, volleyball, golf, or lawn darts? Then light up the scoreboard with YOU DON’T KNOW JACK Sports – it’s YDKJ all hopped up on 'roids! So put in your mouthguard, adjust your cup, and get ready Play ball… er, trivia!"
2013,"YOU DON'T KNOW JACK MOVIES","Casual,Indie,Comedy",",About This Game,YDKJ Movies is considered the most challenging game in the series – are you up for the challenge? Test your movie knowledge from back when movies were movies, and movie candy didn't have high fructose corn syrup!,If you've always wanted to see your name in lights, albeit lights from your computer monitor, then YOU DON’T KNOW JACK Movies is the trivia game for you! YDKJ Movies covers everything from Fred Astaire to Freddy Krueger, and all the Freds in between With all the irreverence, humor and style of the original award-winning YOU DON’T KNOW JACK, YDKJ Movies will have moviegoers rolling in the sticky aisles"
2013,"Hate Plus","Visual Novel,Indie,Anime,Sci-fi,Story Rich,Politics,Interactive Fiction,Great Soundtrack,Singleplayer,Female Protagonist,Multiple Endings,Dating Sim,Romance,2D,Mystery",",About This Game,Let's spend the next three real-time days together uncovering the mystery of what went horribly wrong on a derelict generation ship, with the help of a spunky/more-than-slightly-traumatized AI sidekick!A sequel to Analogue A Hate Story that tells a whole new hate story of its own Analogue players can pick up where their finished save files left off, and new players can start fresh in Hate PlusA dark visual novel about transhumanism, cosplay, cake-baking, and the slow patriarchal erosion of freedoms taken for grantedThe story so farI can't believe it! My mission was supposed to be routine data recovery on an old derelict generation ship, but instead, I ended up rescuing an adorable AI girl who grew up in a tremendously patriarchal Neo-Confucian society? And now she's discovered a bunch of messages left by the mysterious Old *Mute and wants me to uncover with her the slow enactment of a regressive political program that caused her society to regress to Joseon Dynasty social mores?!I wasn't expecting this at all! I thought the three day trip back to Earth would be peaceful and lonely and not at all filled with reading about tragedy!And so began my hateful days"
2013,"Ultratron","Action,Indie,Arcade,Retro,Twin Stick Shooter,Pixel Graphics,Local Co-Op,Sci-fi,Shoot 'Em Up,Singleplayer,Shooter,Robots,2D,Bullet Hell,Difficult",",About This Game,Experience the addictive gameplay of old-school arcade favourites, updated and improved for the 21st century!,Unique retro-futuristic sound and graphics, player responsive difficulty, and a subtle system of tactics combined with classic gameplay make Ultratron a fun and hypnotic arcade blast,The last human has been slain by evil killer robots You are the one remaining humanoid battle droid Your mission avenge the human race! Boost your battledroid with powerups, buy cute but deadly pets in the shop Blast your way through 40+ glowing neon levels, avoiding Chasers, Turrets, Spawners, Minelayers, bombs, and bullets, and take on the four giant boss 'bots of the Apocalypse - Ieiunitas, Bellum, Lues and Letum!"
2013,"Tiny Brains","Casual,Indie,Adventure,Action,Local Co-Op,Puzzle,Co-op,4 Player Local,Funny,Local Multiplayer,Short",",About This Game,""Tiny Brains""  is a cooperative action puzzler that follows four super-powered lab animals in their attempt to escape a mad scientist's experiments  In this joyously chaotic multiplayer game, the four ""Tiny Brains""  must combine their unique physics-based powers to navigate through a trick-ridden maze                                                                             All of the puzzles in ""Tiny Brains"" can be solved multiple ways depending on how groups combine their powers                                                                                                            The game has competitive and challenging fast paced communicative play along with simple controls so players of any level can jump right in,KEY GAMEPLAY FEATURES,•Cooperative Gaming Tiny Brains requires players to collaborate and put their heads together to overcome physics-based obstacles With each player controlling a different superpower – Create, Force, Vortex and Teleport – the Tiny Brains must work as a team to move forward and escape the scientist’s deadly labyrinth of mazes,•Play It Your Way All of the puzzles in Tiny Brains can be solved multiple ways depending on how groups combine their powers The co-op level design creates dynamic, emergent gameplay, whether advancing through the campaign mode, beating time-based challenges, or competing in endless levels,•Whimsical World To escape the mad scientist’s lair, players explore a colorful world of Popsicle stick-like ice pops, duct tape, tiny cages and Rube Goldberg machines The zany art style gives rise to a slew of slightly mutated, yet oddly cute, playable characters,•Hardcore to Casual Tiny Brains eggs on hardcore gamers with competitive leaderboards and fast-paced communicative play, challenging them to combine their powers as efficiently as possible At the same time, the game has simple controls and physics-based mechanics that make it easy for casual and less-experienced gamers to jump right in"
2013,"Wizardry 7: Crusaders of the Dark Savant","RPG,Classic,Adventure,Party-Based RPG,Turn-Based,Grid-Based Movement,Dungeon Crawler,Turn-Based Combat,First-Person,Fantasy,Old School,CRPG,Singleplayer",",About This Game,For the First TimeOutdoor CampaignsFull Soundtrack and EffectsTrue Point & Click Mouse InterfaceAuto-MappingUnprecedented Depth of StoryBegin your adventure in Crusaders of the Dark Savant Import your characters from Bane of the Cosmic Forge or create a new party capable of surviving the rigors of a strange alien worldBoth friends and foes you'll discover as you search for the forgotton secret of a once madman - the secret of the very universe itself And you won't be alone in your search Others as enterprising as you have also entered this dimension Only your actions - both past and present - will determine just how well you fare From the depths of a dungeon to the blue and limitless skies, you'll see it all - you'll hear it all - in this latest Wizardry adventureNeverNever has a game been as true to authentic fantasy role playing Never has a game had four different beginnings Never has a game been so vastSometimesSometimes you won't find everything as you left it; you're not alone in this world Sometimes the people you meet will like you if you've been nice to their friendsForeverForever true to the most acclaimed fantasy role-playing simulation ever, the sequel to Bane of the Cosmic Forge Forever beautiful graphics and sound - indoors and out Forever in the tradition of WizardryWizardry 7 Gold is currently only available in English and on the Windows platform"
2013,"Artemis Spaceship Bridge Simulator","Simulation,Indie,Action,Space,Co-op,Multiplayer,Sci-fi,Local Co-Op",",About This Game,Artemis is designed for anyone who watched Star Trek and dreamed of what it would be like to sit on the bridge of a star ship Artemis simulates a spaceship bridge by networking several computers together You cannot play Artemis single-player!  One computer runs the simulation and the ""main screen"", while the others serve as workstations for the normal jobs a bridge officer might do, like Helm, Communication, Engineering, and Weapon Control Artemis is a social game where several players are together in one room (""bridge"") , and while they all work together, one player plays the Captain, a person who sits in the middle, doesn't have a workstation, and tells everyone what to do"
2013,"Pandemonium","Platformer,Classic",",About This Game,Join two kindred spirits, Fargus the Jester and Nikki the acrobat in a fantastic 3D world of magic and mystery as they bounce, tumble and jump through 18 massive and diverse levels in search of the Wishing Engine!Key FeaturesFast-paced 3D platform action in a lush, texture-mapped environmentOver 18 levels, hilarious power-ups, tons of secrets, huge bosses and shape-change from a bull-dozing rhino to a fire-blasting dragonA totally immersive experience complete with beautiful soundtrack and cinematics"
2013,"Primal Fears","Action,Indie,Co-op,Horror,Zombies,Top-Down,Shooter,Top-Down Shooter",",About This Game,Due to a chemical known as pharGONe, the world has been turned upside down Battle your way through multiple levels, earning upgrades, competing against your friends and more, and find the truth about what has happened to the worldUse a variety of weapons to stop the mutated population, and save yourself from being another victimNot sure exactly what you are facing, Primal Fears harkens to the depths of the human psyche as you fight monstrous foes alone or with friends Nothing is more scary than the unknown and it is your goal to reveal the truthKey FeaturesCo-op game play with you and your friends up to four playersA plethora of weapons including primary, secondary and other items of use like RC-cars, turrets, dronesBuy and upgrade over 15 weapons to make each play through of a level uniquePlay the story missions or arenas that are both re-playable to challenge your skillA variety of enemy types, ranging from small to hulkingSteam leaderboards, achievements, and cloud saving enabled"
2013,"Luxor 2 HD","Casual,Match 3",",About This Game,The much anticipated sequel to the #1 casual game of 2005, LUXOR 2 HD has been re-imagined and sets the new standard for action-puzzlers with dazzling new HD graphics & effects,,Luxor 2 HD still offers the addictive and easy-to-learn, yet difficult to master game play which made the award-winning Luxor franchise such a smash hit, while taking the game to a completely new level,,Luxor 2 HD takes you on a beautiful voyage through the land of ancient Egypt Play 88, gorgeously rendered levels in brilliant, widescreen HD graphics set amongst the pyramids and temples of ancient Egypt Use your mystical winged scarab to shoot and destroy the approaching magical spheres before they reach the pyramids at the end of their path And to help you shoot down those enemy spheres, Luxor 2 HD features more explosive power-ups than ever before,,Key Game Features,88 explosively challenging levels with 26 re-mastered HD Widescreen Backgrounds,Spectacular new Visual Effects throughout,Four invigorating levels of difficulty, including the expert level that unlocks the mind-blowing Challenge of Horus ,Over 80 statistics and badges, plus bonus rounds at the end of each stage ,Ranking system to let players work their way from Farm Hand to Pharaoh ,Three stimulating modes of play, including the Survival and Practice modes ,13 explosive and unique power-ups, including the Color Cloud, Net, Dagger and Lightning Storm, to help destroy the oncoming enemy spheres ,13 intense and rewarding bonus rounds at the end of each stage in the game ,"
2013,"Kingdoms Rise","Early Access,Action,Indie,RPG,Early Access,Multiplayer,Violent,PvP,Fantasy,Swordplay,Character Customization",",About This Game,Kingdoms Rise is about palpable multiplayer fantasy battle Select your choice of weapons and abilities and step onto a battlefield where skill alone will decide your fateWith a multitude of armors, swords, spells, ranged weapons and more you can customize a warrior and a fighting style unique to youKingdoms Rise makes fantasy combat something more than grind a earn level-ups It's not a means to an end but and end in itself The feeling of steel against steel is made solid Bringing all tension and thrill as knights wield sword and fire against each otherRead your opponent and try to psych them out in tactical blade duelingWield spells such as fireballs, lightening, hook-shots, invisibility and blinks that will work tightly in tandem with your strengths in swordsmanshipThis game has been build from the beginning to feel palpable, as though you control every muscle and plant every step You wont watch a knight perform fancy pants maneuvers from simple button presses, instead you step into the very boots of your character and fight with your own finesseWith deep character customization every fight is unique and every opponent will have a new trick up their sleeveExperiment with different combinations and strategies to create a knight with a fighting style unique to you alonePlayers can form parties with friends and fight in competitive modes In team games the only limit is your imagination Your teammates can build themselves into roles such as tanks, damage dealers, supports or any new role you see fit Think up new strategies, combine spells in interesting ways and achieve victory!Key Features 360° Directional Melee Sword Fighting System Deep Character Customization Wide Range of Magic spells and abilities to use and combine Create a Party with Friends and fight as a Team  Full Controller SupportIn Development DisclaimerThis game is still under construction, there are bugs yet to be fixed, features yet to be added and balance yet to be fine-tuned Please understand that you WILL encounter bugs and balance issues while the game is still in development! Players of the Early Access builds should expect some features to be 'coming soon' or still under constructionAnyone on the Steam community should be able to tell you that we are constantly refining the game based on the valuable feedback of our early-access players The game is always taking form, stepping closer to it's potential each day and we hope you will join into the journey and see where this might go!"
2013,"Knytt Underground","Indie,Platformer,Adventure,Exploration,Metroidvania,Female Protagonist,Great Soundtrack,Violent,Atmospheric,Sexual Content,2D,Puzzle",",About This Game,The legendary Knytt series continues with Nifflas’ latest creation; Knytt Underground In this Knytteration; humans have long since abandoned the planet after practically destroying it in a war, five hundred years ago The remaining population of Sprites, Fairies and various other life forms now live in mysterious tunnels underground – where they are trying to discover the secrets of their origin and the meaning of life Mixed up in all of this curiosity is Mi – a mute but extraordinary sprite! She develops special powers as the game progresses and embarks upon many exciting quests on her adventure Her main goal is to find and ring the six bells of fate before time runs out If she doesn’t a destructive chain reaction will begin that will obliterate the entire planet! With an array of thrilling quests to complete, unique zen-like gameplay and plenty of dynamic characters to meet and guide you on your adventure – Knytt Underground delivers a captivating and unparalleled experience that will not disappoint! Explore over 1,800 rooms with the unique tried and tested mechanics that have already got over 1 million fans worldwide excited to run, jump, climb, swing and bounce with unparalleled freedom Download today and soon you can begin your journey through this vibrant and enchanted underground world!Key Features Over 1,800 rooms to explore and multiple story-driven quests to complete  Zen-like gameplay, vibrant environments and dynamic characters  Compelling and thought provoking storyline  Switch between human and ball form for an unparalleled sense of freedom  Open world, ready to be explored by you (at your own pace)  An ambient and immersive audio experience "
2013,"YOU DON'T KNOW JACK TELEVISION","Casual,Indie,Comedy",",About This Game,No, this is not a video of the YDKJ TV show that aired on ABC in 2001 It’s the YDKJ PC game with trivia all about TV shows! Fans of host Josh ""Schmitty"" Schmitstinstein will love this walk down boob-tube memory lane,If you thought all those hours of watching TV were good for nothing, then YOU DON’T KNOW JACK… Television! With more categories than your local cable provider, YOU DON’T KNOW JACK Television spans over 50 years of boob-tube trivia, from Ralph Kramden to the guy on “King of Queens” who looks like Ralph Kramden So set down the remote and put your recliner in the upright and locked position… it’s YOU DON’T KNOW JACK Television!"
2013,"Realms of Arkania: Blade of Destiny","RPG,Adventure,Indie,Turn-Based,Fantasy,Remake,Singleplayer",",About This Game,A legend reborn as Realms of Arkania Blade of Destiny returns!Developed by Austrian developer Crafty Studios, Realms of Arkania – Blade of Destiny is a faithful remake of the 1992 original, adored by a generation of Role Players and one of the most successful RPG’s of the 1990’sGet ready to return to Thorwal, one of the oldest cities of Aventuria Make sure your wits are sharpened before walking down the small alleys of Thorwal and Prem, and prepare to stop the Orcisch threat while creating a mighty alliance between nations Featuring a complete visual reimagining along with a comprehensive overhaul of every aspect of the gameplay, Realms of Arkania – Blade of Destiny is set to captivate a 21st century audience of new and old fans alike Old school RPG at its best – for the Fans of REAL RPG gamesFeaturesRemake of the first part of Realms of ArkaniaRoleplaygame with turn based tactical fightsCities and dungeons in current real-time-3DDozens of talents, fighting skills and magical skillsAuthentic realization of the TDE basic rulesDepending on your gaming style – 20 to 80 hours game timeRevised EditionUser-Contributed ContentModding abilityAdditional encounters, making Aventuria even more aliveEnhanced BattlesCompletely redone graphicsCompletely revised and improved User InterfaceExtended music selectionEnhanced soundSteam Achievements, Stats and CloudLinux build"
2013,"Mini Motor Racing EVO","Racing,Indie,Casual,Arcade,Top-Down",",About This Game,Take your favorite childhood racer, pump it full of nitrous, then set it on fire and run like heck” Welcome to the world of Mini Motor Racing EVO A high-octane battle royal, Mini Motor Racing EVO has all the style of classic arcade racers combined with the explosive action of modern racing games Whether you're earning cash to pimp out your cars or taking on the fiendish AI in the massive single player campaign, Mini Motor Racing EVO has the horsepower to deliverBased on the best-selling game on portable and enhanced for PC, Mini Motor Racing EVO delivers sweetened visuals, updated physics and turbo-boosted bonus content Full steam integration allows for cloud saves, big picture, and leaderboards, while the custom Steam Workshop track editor lets you to design and share tracks with the worldMini Motor Racing EVO the racing game for those of us who never bother to ask which button is brakeKey FeaturesWIN RACES, WIN CARS! Win races throughout the game and you’ll find yourself behind the wheel of the sweetest rides around including Team Fortress & Portal 2 cars! UPGRADE YOUR RIDE Pump your hard earned winnings into several upgrades to help give you the edgeMANY RACE TYPES Race on over 40 tracks, day and night, in varying weather conditions EXCLUSIVE TEAM FORTRESS 2 AND PORTAL 2 TRACKS!STEAM ACHIEVEMENTS Packed with Steam achievements to conquerCUSTOM TRACK EDITOR WITH STEAM WORKSHOP SUPPORT Create, share and play on your very own creations!"
2013,"The 7th Guest","Adventure,Point & Click,FMV,Horror,Puzzle,Classic,1990's,First-Person,Atmospheric,Singleplayer",",About This Game,Henry Stauf's mansion has been abandoned for as long as anyone dare remember Stauf was a master toy maker, a maker of amazing puzzles and this strange house was his greatest creation Now the mansion stands empty, rotting ever since the children started dying, ever since the six guests came Now there are only the eerie lights and the terrible sing-song rhymes of the childrenAnd suddenly, you are in the house You move from room to room, step-by-terrifying-step, as scenes from that night of horror come to life Because Stauf's game isn't over There were six guests the world knew about - and there was one other Stauf's mad mansion lives again And only you can end the nightmare and learn the secret of The 7th GuestThis Award-Winning Game FeaturesGroundbreaking use of full-motion video and dialogue recorded by live actors in a terrifyingly real virtual environmentOld Man Stauf's bizarre puzzles to solve and games to play22 Stunningly rendered, devilishly surprising, 3-D rooms await you in this fully explorable haunted mansion2 CDs of extensive gameplay with an original musical score"
2013,"Woodcutter Simulator 2013","Simulation",",About This Game,Woodcutter Simulator 2013 allows the player to control and operate an entire lumber mill From clearing woods to the evacuation of the logs, the player has to undertake all arising tasks to complete numerous missions – from cutting trees for demanding customers to producing woodchips for heating purposesBesides heavy machinery like cutter, feller buncher and puller the player can finally simply use a chainsaw for working in the woods With all this, the Woodcutter Simulator 2013 offers the players a great feelingFeaturesWork with the chainsaw in 1st-person-viewDirect delivery with trucksNew forest areas with new tasksDay and night phases and varying weatherRealistic physicsChallenging MissionsDetailed graphic and carefully crafted environmentSteam Version includes all Gold ContentNew low-loading truckNew Objects and QuestsAdditional MissionsNew Vehicle for chipped wood production"
2013,"99 Spirits","RPG,Anime,Indie,Adventure,JRPG,Female Protagonist,Singleplayer,Visual Novel,Puzzle",",About This Game,99 Spirits is an RPG/Puzzle game that revolves around the popular Japanese folklore of Tsukumogami, everyday objects coming alive on their 100th birthdayHanabusa is a young headstrong girl living in the Heian capital within medieval Japan But when her mother is slain by evil spirits, her life turns into one of vengeance as she sets out to hunt and destroy the spiritsDuring Hanabusa's travels, she meets a white fox who turns out to be a servant of the mountain god Hanabusa receives a special sword passed down from her mother, which gives her the ability to see the true forms of spirits to help slay them Shortly after, a spirit claiming to be Hanabusa's long-lost father, Hidetada, breaks her sword and leaves Hanabusa powerless and confusedNow to mend her broken sword and learn the truth about her father, Hanabusa embarks on a journey to annihilate every last one of the evil spiritsKey FeaturesWork out the true identity of your enemies in a unique battle systemCapture enemies, master their skills for battle and use them to solve puzzles on the fieldInteract with over 40 unique characters and battle over 100 monstersBeautifully detailed art and an atmospheric original soundtrack bring feudal Japan aliveDiscover multiple unique endings that change based on the player's actionsDual audio Toggle between English and Japanese voiceIncludes the original Japanese version of 99 Spirits, 'Tsukumogami' (九十九神)**Tsukumogami will be added as a separate item to your Steam Library"
2013,"Bad Hotel","Indie,Casual,Tower Defense,Strategy",",About This Game,IGF FINALIST 2013,BAFTA WINNER 2012,TIGA AWARD FINALIST 2012,1 Build Hotel,2 Make Music,3 Stop Tadstock,An insane hybrid of a tower defense game and a procedural music toy with tons of bullets (and healthy number of Wu-Tang references and credit crunch satire),The hit game for iOS now available on Windows and Mac! You are a budding entrepreneur, whose hotel is rather unfortunately located within the territory of Tarnation Tadstock, the Texas Tyrant Your only defense against Tadstock’s army of seagulls, rats, yetis, and more is to build your hotel as quickly and intelligently as possible, using an array of increasingly sophisticated weapons ,The beautiful artwork, quirky storyline, and frantic gameplay all work seamlessly together with a generative music system, which creates original music depending on the player’s actions and decisions The player becomes a composer, creating complex musical structures to defend their hotel A vast variety of music can be generated, from delicate beach chillout to country banjo techno ,Get the BAFTA-winning game that Kotaku said was ""wonderful"" and The Guardian called ""an unlikely work of minimalist art"""
2013,"Stick it to The Man!","Adventure,Indie,Comedy,Action,Platformer,Puzzle,Funny,2D,Singleplayer",",About This Game,Meet Ray, he lives in a world where everything is made out of paper and stickers One day he has an accident and wakes up with a giant pink spaghetti arm sticking out of his brain This gives him awesome powers and he can suddenly change the world around him by folding it, tearing it, pulling stickers off and sticking them elsewhere! And if that weren't enough, Ray can also read peoples minds! Digging into the brains of his fellow citizens, Ray can hear their thoughts and use that to his advantage Unfortunately, Ray doesn't have much time to get to grips with his new abilities He is framed by ‘The Man’ with a crime he didn’t commit, and is on the run Can you help to get Ray out of this sticky situation? Get ready to tear it, rip it and Stick it to the Man!"
2013,"The Last Express Gold Edition","Adventure,Point & Click,Mystery,Classic,Real-Time,Story Rich,Noir,World War I,Historical,1990's",",About This Game,Step aboard the 1914 Orient Express in this award-winning mystery adventure from Prince of Persia creator Jordan Mechner ,Described as one of the best adventure games of all time, The Last Express is an intrigue-filled adventure set aboard the luxurious Orient Express In July 1914, on the eve of World War I, as the train departs on its final journey from Paris to Constantinople, the player steps into the shoes of Robert Cath, an American doctor with a mysterious past A fugitive from French police, Cath boards the train in answer to an urgent telegram from his best friend – and plunges into a maelstrom of conspiracy, romance and murder"
2013,"Dyad","Indie,Racing,Action,Psychedelic,Music",",About This Game,Experience a mind-bending, psychedelic sensory overload in Dyad!  Blast through a reactive audio-visual tube creating a harmonious synthesis of color and sound as you Hook, Graze, and Lance enemies to master Dyad's 27 unique levels,,,Embark on an interactive transformative journey through Dyad's Game Mode campaign to prepare yourself for Trophy Mode's tactical freakout variations Or choose to sit back and chill with Dyad's hallucinogenic Remix Mode Transcendence awaits!,"
2013,"Samurai Gunn","Local Multiplayer,Action,Indie,Local Co-Op,4 Player Local,Fighting,Multiplayer,Pixel Graphics,Great Soundtrack,GameMaker",",About This Game,Samurai Gunn is a lightning-fast Bushido brawler for two to four players Each samurai is armed with a sword and gun, with only 3 bullets to a life Discipline and quick reflexes are the key to deflecting bullets and sending your opponents’ heads rolling"
2013,"Fester Mudd: Curse of the Gold - Episode 1","Adventure,Point & Click,Episodic,Western,Comedy",",About This Game,Set in Wild West, FESTER MUDD CURSE OF THE GOLD is a three-part comic saga of exploration, reunion, and redemptionand a love letter to the classic adventure games of the 90s!,Roused from a life of sloth to reunite with his long-lost brother in search of unimaginable riches, reluctant hero Fester Mudd somehow manages to be intrepid but cowardly, ambitious yet lazy, dimwitted but brilliant,In Episode 1, Fester hits the trail to join his brother, Bud, in the downtrodden town of Loamsmouth But when Bud is found to have mysteriously vanished, Fester realizes that the journey will be far longer and more treacherous than he bargained forand he must enlist the aid of an experienced gunslinger to help him make his way through Indian territory to track down both his missing brother and the gold that awaits them both!,But gunslingers don't come cheapand Fester must find a way to convince him to join him on the perilous quest,This Episode sees Fester exploring Loamsmouth and surrounding territories Along the way, he'll meet and deal with an assortment of Old West roughnecks, flim-flammers, and other larger-than-life charactersand give adventure game fans a huge blast from the past!,IMPORTANT The development of Fester Mudd games has been cancelled, and this episode is the only one available Please note that it was designed to be part of a trilogy, and you will not experience the full story as the other two episodes won’t become available The developer sincerely wishes to thank everyone who played and supported the journey of Fester Mudd"
2013,"BIT.TRIP FATE","Action,Indie,Music,Rhythm,Shoot 'Em Up,Bullet Hell,Shooter",",About This Game,FATE is the penultimate chapter in the six-part BITTRIP series and will leave you wondering what’s nextKey FeaturesThe arrow keys control CommanderVideo while the mouse allows you to fire anywhere on screen! Or if you prefer, plug in a controller for dual-stick shooting action!Collect power-ups to call on CommanderVideo’s friends for powerful shot upgrades!A chiptune-inspired dubstep soundtrack helps bring the action to a whole new level!Video game worlds collide with appearances from Super Meat Boy and Mr Robotube!Chipmusic artist Minusbaby helps set the tone with a special guest appearance!Enjoy brand new Easy and Hard Difficulty Modes!Ride the vibe in BITTRIP FATE to discover where CommanderVideo’s true mission will take him"
2013,"Fist Puncher","Action,Indie,Beat 'em up,Local Co-Op,Pixel Graphics,4 Player Local,2D,Retro,Side Scroller",",About This Game,Return to the glory days of sidescrolling beat-em-ups, courtesy of developers Team2Bit and Adult Swim Games The sinister Milkman holds the city of San Cruces in his nasty criminal grip, and it’s up to legendary black belt neurosurgeon Dr Karate and the rest of the Fist Puncher team to deliver old-school justice to the lawless streetsKey Features19 playable characters, including the all-new Farooq and Omar the Red   New super challenging ""They Live"" modeAssign “RPG-lite” skill points to level up your crew as you playEach fighter has a unique set of moves and perks to unlock50 levels of mayhemPacked with collectibles, Easter Eggs, and secrets99 achievement trading cards to find, plus Steam Trading Cards support2-4 players simultaneous local co-op action"
2013,"Battle Worlds: Kronos","Strategy,Turn-Based Strategy,Turn-Based,Sci-fi,Kickstarter,Multiplayer,Singleplayer,Indie,Hex Grid,Asynchronous Multiplayer",",About This Game,Battle Worlds Kronos is a classic turn-based strategy game in the tradition of Battle Isle, Advance Wars and Panzer General Have you ever wondered what games like that would look like today? Well, we did As a result, we decided to develope Battle Worlds KronosKey FeaturesTwo Single Player Campaigns (~50 hours of gameplay)Single Player Challenge Maps - Test your skills in different combat scenarios and keep track of your progress Live Multiplayer - Battle your friends live on the internet (cross-platform) or via hot-seatAsynchronous Multiplayer - Take all the time you need and consider your moves Similar to ""play-by-mail"", your round is stored on our server and turned over to your opponent The system allows you to continue the match anytime and anywhere you want (cross-platform)Online Features - Leagues, chat and - in early 2014 - tournamentsStrong AI - A clever AI that will challenge even experienced commandersMap Editor - A powerful editor to create your own maps and missions (Windows only)Includes ""Trains"" DLC - Additional ~15 hours campaign, new units and new multiplayer maps"
2013,"Retrovirus","Action,Indie,6DOF,Shooter,Sci-fi,FPS,VR,First-Person",",About This Game,Retrovirus is a   six degrees of freedom   shooter which sends players into the depths of a computer on a search and destroy mission against an invasive virus  Retrovirus is being created by Cadenza Interactive, the indie studio behind the popular tower defense game   Sol Survivor Players take command of an antivirus program, armed with the tools necessary to erase the virus’ very existence from the system  Movement and exploration are core to the gameplay, and players are encouraged to adapt to the demands of a world where free flight is the norm  Of course, the virus is armed to fight back, and first person shooter combat features heavily as players test their level of comfort with movement within the machine environment  Each player is able to customize their antivirus program with different plugins, allowing for a variety of approaches to a given situationThe Retrovirus single player campaign focuses on the core story of the game, with the player’s goal being the eradication of the virus and the discovery of its origins  To defeat the virus, the player must solve puzzles, engage in dogfight-style combat, and explore the depths of the virtual worldRetrovirus also features multi-player modes, designed to engage players’ social and competitive sides  Co-operative multi-player allows players to complete the campaign of the game with a friend, teaming up to restore the system to working order  Competitive multi-player will focus on the core of the six degrees of freedom shooter, hearkening back to the action-oriented shooters of the late 90’s and early 00’sFeatures Discover movement within a six degrees of freedom environment, free from the limits of traditional gravity-based environments Delve into a two-layered story, exploring the real-world origins of a malicious computer virus and cleansing the inner workings of the infected system   Fight battles, complete puzzles and explore an environment built for the free-flying citizens of the computer system Customize an antivirus program, focusing on strength, speed or cunning, with weapons and utilities to suit a variety of play styles Join with a friend to remove the virus from the infected computer by playing the campaign in co-operative mode Compete against other players in a variety of multi-player modes, testing the limits of combat with six degrees of freedom"
