Tag1,Tag2,value
casual,relaxing,0.014246575
character action game,relaxing,0
character customization,relaxing,0
chess,relaxing,0
choices matter,relaxing,0
choose your own adventure,relaxing,0
cinematic,relaxing,0
city builder,relaxing,0.013157895
class-based,relaxing,0
classic,relaxing,0.002254791
co-op,relaxing,0.001282051
co-op campaign,relaxing,0
cold war,relaxing,0
comedy,relaxing,0.001321004
comic book,relaxing,0
competitive,relaxing,0
conspiracy,relaxing,0
conversation,relaxing,0
crafting,relaxing,0
crime,relaxing,0
crowdfunded,relaxing,0.037037037
crpg,relaxing,0
cult classic,relaxing,0.012987013
cute,relaxing,0.010238908
cyberpunk,relaxing,0
cycling,relaxing,0
dark comedy,relaxing,0
dark fantasy,relaxing,0
dark humor,relaxing,0
dating sim,relaxing,0
demons,relaxing,0
design & illustration,relaxing,0
destruction,relaxing,0
detective,relaxing,0
difficult,relaxing,0.003460208
dinosaurs,relaxing,0
diplomacy,relaxing,0
documentary,relaxing,0
dog,relaxing,0
dragons,relaxing,0
drama,relaxing,0
driving,relaxing,0.019607843
dungeon crawler,relaxing,0
dungeons & dragons,relaxing,0
dynamic narration,relaxing,0
dystopian ,relaxing,0
e-sports,relaxing,0
early access,relaxing,0.007075472
economy,relaxing,0
education,relaxing,0.01369863
emotional,relaxing,0.030769231
epic,relaxing,0
episodic,relaxing,0
experience,relaxing,0
experimental,relaxing,0.022222222
exploration,relaxing,0.013824885
family friendly,relaxing,0.021472393
fantasy,relaxing,0.003231018
fast-paced,relaxing,0
female protagonist,relaxing,0.003631961
fighting,relaxing,0
first-person,relaxing,0.006363636
fishing,relaxing,0
flight,relaxing,0.008695652
fmv,relaxing,0
football,relaxing,0
fps,relaxing,0
funny,relaxing,0.005865103
futuristic,relaxing,0
gambling,relaxing,0
game development,relaxing,0
gamemaker,relaxing,0
games workshop,relaxing,0
god game,relaxing,0.019230769
golf,relaxing,0
gore,relaxing,0
gothic,relaxing,0
grand strategy,relaxing,0
grid-based movement,relaxing,0
gun customization,relaxing,0
hack and slash,relaxing,0
hacking,relaxing,0
hand-drawn,relaxing,0.01010101
heist,relaxing,0
hex grid,relaxing,0
hidden object,relaxing,0.006410256
historical,relaxing,0
horror,relaxing,0.00093633
horses,relaxing,0
hunting,relaxing,0
illuminati,relaxing,0
indie,relaxing,0.006574892
intentionally awkward controls,relaxing,0
interactive fiction,relaxing,0.011235955
inventory management,relaxing,0
investigation,relaxing,0
isometric,relaxing,0.004385965
jrpg,relaxing,0
kickstarter,relaxing,0
lara croft,relaxing,0
lego,relaxing,0
lemmings,relaxing,0
level editor,relaxing,0.013422819
linear,relaxing,0
local co-op,relaxing,0
logic,relaxing,0.090909091
loot,relaxing,0
lore-rich,relaxing,0
lovecraftian,relaxing,0
magic,relaxing,0.003521127
management,relaxing,0.009090909
mars,relaxing,0
martial arts,relaxing,0
masterpiece,relaxing,0.004926108
match 3,relaxing,0
mature,relaxing,0
mechs,relaxing,0
medieval,relaxing,0.005952381
metroidvania,relaxing,0
military,relaxing,0
minigames,relaxing,0
minimalist,relaxing,0.078431373
mining,relaxing,0.05
mmorpg,relaxing,0
moba,relaxing,0
mod,relaxing,0
moddable,relaxing,0.014851485
modern,relaxing,0
mouse only,relaxing,0
movie,relaxing,0
multiple endings,relaxing,0
music,relaxing,0.021978022
music-based procedural generation,relaxing,0.090909091
mystery,relaxing,0.006696429
mythology,relaxing,0
narration,relaxing,0.09375
naval,relaxing,0
ninja,relaxing,0
noir,relaxing,0
nonlinear,relaxing,0
nsfw,relaxing,0
nudity,relaxing,0
offroad,relaxing,0
old school,relaxing,0
on-rails shooter,relaxing,0
online co-op,relaxing,0
open world,relaxing,0.007722008
otome,relaxing,0
parkour,relaxing,0.005988024
parody ,relaxing,0
party-based rpg,relaxing,0
perma death,relaxing,0
philisophical,relaxing,0
photo editing,relaxing,0
physics,relaxing,0.009090909
pinball,relaxing,0
pirates,relaxing,0
platformer,relaxing,0.0048
point & click,relaxing,0.009489917
political,relaxing,0
politics,relaxing,0
pool,relaxing,0.142857143
post-apocalyptic,relaxing,0
procedural generation,relaxing,0.01242236
programming,relaxing,0
psychedelic,relaxing,0.02173913
psychological,relaxing,0
psychological horror,relaxing,0
puzzle,relaxing,0.011658718
puzzle-platformer,relaxing,0.01980198
pve,relaxing,0
pvp,relaxing,0
quick-time events,relaxing,0
racing,relaxing,0
real time tactics,relaxing,0
real-time,relaxing,0
real-time with pause,relaxing,0.010204082
realistic,relaxing,0.013020833
relaxing,relaxing,0.048611111
resource management,relaxing,0.015151515
retro,relaxing,0
rhythm,relaxing,0
robots,relaxing,0
rogue-like,relaxing,0
rogue-lite,relaxing,0
romance,relaxing,0.006329114
rome,relaxing,0
rpg,relaxing,0.000385208
rpgmaker,relaxing,0
rts,relaxing,0
runner,relaxing,0
sailing,relaxing,0
sandbox,relaxing,0.007444169
satire,relaxing,0
sci-fi,relaxing,0.003033367
science,relaxing,0.033333333
score attack,relaxing,0.016129032
sequel,relaxing,0
sexual content,relaxing,0
shoot 'em up,relaxing,0
shooter,relaxing,0
short,relaxing,0.018134715
side scroller,relaxing,0
silent protagonist,relaxing,0
simulation,relaxing,0.010793651
sniper,relaxing,0
soccer,relaxing,0
software,relaxing,0
software training,relaxing,0
sokoban,relaxing,0.1
souls-like,relaxing,0
space,relaxing,0.003478261
space sim,relaxing,0.036363636
spectacle fighter,relaxing,0
spelling,relaxing,0
split screen,relaxing,0
sports,relaxing,0.004329004
star wars,relaxing,0
stealth,relaxing,0
steam machine,relaxing,0
steampunk,relaxing,0
story rich,relaxing,0.005117707
strategy,relaxing,0.004755112
strategy rpg,relaxing,0
stylized,relaxing,0.027027027
superhero,relaxing,0
supernatural,relaxing,0
surreal,relaxing,0.009259259
survival,relaxing,0.002463054
survival horror,relaxing,0
swordplay,relaxing,0
tactical,relaxing,0
tactical rpg,relaxing,0
tanks,relaxing,0
team-based,relaxing,0
text-based,relaxing,0
third person,relaxing,0.001373626
third-person shooter,relaxing,0
thriller,relaxing,0
time attack,relaxing,0
time management,relaxing,0
time manipulation,relaxing,0
time travel,relaxing,0
top-down,relaxing,0
top-down shooter,relaxing,0
touch-friendly,relaxing,0
tower defense,relaxing,0
trackir,relaxing,0.047619048
trading,relaxing,0.023809524
trading card game,relaxing,0
trains,relaxing,0.025
transhumanism,relaxing,0
turn-based,relaxing,0
turn-based combat,relaxing,0
turn-based strategy,relaxing,0
turn-based tactics,relaxing,0
twin stick shooter,relaxing,0
typing,relaxing,0
underground,relaxing,0
underwater,relaxing,0.020408163
unforgiving,relaxing,0
utilities,relaxing,0
vampire,relaxing,0
video production,relaxing,0
villain protagonist,relaxing,0
violent,relaxing,0
visual novel,relaxing,0
voice control,relaxing,0
voxel,relaxing,0
walking simulator,relaxing,0.004878049
war,relaxing,0
wargame,relaxing,0
warhammer 40k,relaxing,0
web publishing,relaxing,0
werewolves,relaxing,0
western,relaxing,0
word game,relaxing,0
world war i,relaxing,0
world war ii,relaxing,0
wrestling,relaxing,0
zombies,relaxing,0
2d fighter,resource management,0
3d platformer,resource management,0
4x,resource management,0
6dof,resource management,0
abstract,resource management,0
action,resource management,0
action rpg,resource management,0
action-adventure,resource management,0
addictive,resource management,0
adventure,resource management,0.001632801
agriculture,resource management,0
aliens,resource management,0
alternate history,resource management,0
america,resource management,0
animation & modeling,resource management,0
anime,resource management,0
arcade,resource management,0
arena shooter,resource management,0
artificial intelligence,resource management,0
assassin,resource management,0
atmospheric,resource management,0.003897116
audio production,resource management,0
base building,resource management,0.060606061
based on a novel,resource management,0
basketball,resource management,0
batman,resource management,0
beat 'em up,resource management,0
beautiful,resource management,0
benchmark,resource management,0
blood,resource management,0
board game,resource management,0
building,resource management,0.032581454
bullet hell,resource management,0
bullet time,resource management,0
capitalism,resource management,0
card game,resource management,0
cartoony,resource management,0
casual,resource management,0.007123288
character action game,resource management,0
character customization,resource management,0
chess,resource management,0
choices matter,resource management,0.005988024
choose your own adventure,resource management,0
cinematic,resource management,0
city builder,resource management,0.098684211
class-based,resource management,0
classic,resource management,0.005636979
co-op,resource management,0.000641026
co-op campaign,resource management,0
cold war,resource management,0
comedy,resource management,0
comic book,resource management,0
competitive,resource management,0
conspiracy,resource management,0
conversation,resource management,0
crafting,resource management,0.007575758
crime,resource management,0
crowdfunded,resource management,0
crpg,resource management,0
cult classic,resource management,0.012987013
cute,resource management,0.006825939
cyberpunk,resource management,0
cycling,resource management,0
dark comedy,resource management,0
dark fantasy,resource management,0
dark humor,resource management,0
dating sim,resource management,0
demons,resource management,0
design & illustration,resource management,0
destruction,resource management,0
detective,resource management,0
difficult,resource management,0.00461361
dinosaurs,resource management,0.026315789
diplomacy,resource management,0
documentary,resource management,0
dog,resource management,0
dragons,resource management,0
drama,resource management,0
driving,resource management,0
dungeon crawler,resource management,0.005714286
dungeons & dragons,resource management,0
dynamic narration,resource management,0
dystopian ,resource management,0
e-sports,resource management,0
early access,resource management,0.004716981
economy,resource management,0.047619048
education,resource management,0
emotional,resource management,0
epic,resource management,0
episodic,resource management,0
experience,resource management,0
experimental,resource management,0.011111111
exploration,resource management,0
family friendly,resource management,0.009202454
fantasy,resource management,0.004038772
fast-paced,resource management,0.003676471
female protagonist,resource management,0
fighting,resource management,0
first-person,resource management,0.001818182
fishing,resource management,0
flight,resource management,0
fmv,resource management,0
football,resource management,0
fps,resource management,0
funny,resource management,0.001466276
futuristic,resource management,0
gambling,resource management,0
game development,resource management,0
gamemaker,resource management,0
games workshop,resource management,0
god game,resource management,0.057692308
golf,resource management,0
gore,resource management,0
gothic,resource management,0
grand strategy,resource management,0
grid-based movement,resource management,0.01754386
gun customization,resource management,0
hack and slash,resource management,0
hacking,resource management,0
hand-drawn,resource management,0
heist,resource management,0
hex grid,resource management,0
hidden object,resource management,0.003205128
historical,resource management,0.012779553
horror,resource management,0.001872659
horses,resource management,0.055555556
hunting,resource management,0
illuminati,resource management,0
indie,resource management,0.004725704
intentionally awkward controls,resource management,0
interactive fiction,resource management,0
inventory management,resource management,0
investigation,resource management,0
isometric,resource management,0.00877193
jrpg,resource management,0
kickstarter,resource management,0
lara croft,resource management,0
lego,resource management,0
lemmings,resource management,0
level editor,resource management,0.006711409
linear,resource management,0
local co-op,resource management,0
logic,resource management,0
loot,resource management,0
lore-rich,resource management,0
lovecraftian,resource management,0
magic,resource management,0
management,resource management,0.036363636
mars,resource management,0
martial arts,resource management,0
masterpiece,resource management,0.004926108
match 3,resource management,0
mature,resource management,0
mechs,resource management,0
medieval,resource management,0.029761905
metroidvania,resource management,0
military,resource management,0
minigames,resource management,0
minimalist,resource management,0
mining,resource management,0
mmorpg,resource management,0
moba,resource management,0
mod,resource management,0
moddable,resource management,0
modern,resource management,0
mouse only,resource management,0.043478261
movie,resource management,0
multiple endings,resource management,0
music,resource management,0
music-based procedural generation,resource management,0
mystery,resource management,0.002232143
mythology,resource management,0.027777778
narration,resource management,0
naval,resource management,0
ninja,resource management,0
noir,resource management,0
nonlinear,resource management,0
nsfw,resource management,0
nudity,resource management,0
offroad,resource management,0
old school,resource management,0
on-rails shooter,resource management,0
online co-op,resource management,0
open world,resource management,0.005405405
otome,resource management,0
parkour,resource management,0
parody ,resource management,0
party-based rpg,resource management,0
perma death,resource management,0.009345794
philisophical,resource management,0
photo editing,resource management,0
physics,resource management,0
pinball,resource management,0
pirates,resource management,0
platformer,resource management,0
point & click,resource management,0.004744958
political,resource management,0
politics,resource management,0.023255814
pool,resource management,0
post-apocalyptic,resource management,0
procedural generation,resource management,0.01242236
programming,resource management,0
psychedelic,resource management,0
psychological,resource management,0
psychological horror,resource management,0.009478673
puzzle,resource management,0.001589825
puzzle-platformer,resource management,0
pve,resource management,0
pvp,resource management,0
quick-time events,resource management,0
racing,resource management,0
real time tactics,resource management,0
real-time,resource management,0
real-time with pause,resource management,0
realistic,resource management,0.020833333
relaxing,resource management,0.006944444
resource management,resource management,0.022727273
retro,resource management,0.001623377
rhythm,resource management,0
robots,resource management,0.010471204
rogue-like,resource management,0.008823529
rogue-lite,resource management,0.008196721
romance,resource management,0
rome,resource management,0
rpg,resource management,0.00192604
rpgmaker,resource management,0
rts,resource management,0.019662921
runner,resource management,0
sailing,resource management,0
sandbox,resource management,0.017369727
satire,resource management,0
sci-fi,resource management,0.002022245
science,resource management,0
score attack,resource management,0
sequel,resource management,0
sexual content,resource management,0
shoot 'em up,resource management,0
shooter,resource management,0
short,resource management,0.002590674
side scroller,resource management,0
silent protagonist,resource management,0
simulation,resource management,0.013968254
sniper,resource management,0
soccer,resource management,0
software,resource management,0
software training,resource management,0
sokoban,resource management,0
souls-like,resource management,0
space,resource management,0.003478261
space sim,resource management,0
spectacle fighter,resource management,0
spelling,resource management,0
split screen,resource management,0
sports,resource management,0
star wars,resource management,0
stealth,resource management,0
steam machine,resource management,0
steampunk,resource management,0
story rich,resource management,0.002047083
strategy,resource management,0.014265335
strategy rpg,resource management,0
stylized,resource management,0
superhero,resource management,0
supernatural,resource management,0
surreal,resource management,0
survival,resource management,0.009852217
survival horror,resource management,0.006993007
swordplay,resource management,0
tactical,resource management,0
tactical rpg,resource management,0
tanks,resource management,0
team-based,resource management,0
text-based,resource management,0
third person,resource management,0
third-person shooter,resource management,0
thriller,resource management,0.025641026
time attack,resource management,0
time management,resource management,0.115384615
time manipulation,resource management,0
time travel,resource management,0
top-down,resource management,0
top-down shooter,resource management,0
touch-friendly,resource management,0
tower defense,resource management,0.011952191
trackir,resource management,0
trading,resource management,0
trading card game,resource management,0
trains,resource management,0
transhumanism,resource management,0
turn-based,resource management,0.002695418
turn-based combat,resource management,0.014084507
turn-based strategy,resource management,0.003012048
turn-based tactics,resource management,0.0125
twin stick shooter,resource management,0
typing,resource management,0
underground,resource management,0
underwater,resource management,0
unforgiving,resource management,0
utilities,resource management,0
vampire,resource management,0
video production,resource management,0
villain protagonist,resource management,0
violent,resource management,0
visual novel,resource management,0
voice control,resource management,0
voxel,resource management,0
walking simulator,resource management,0
war,resource management,0.004926108
wargame,resource management,0
warhammer 40k,resource management,0
web publishing,resource management,0
werewolves,resource management,0
western,resource management,0
word game,resource management,0
world war i,resource management,0
world war ii,resource management,0
wrestling,resource management,0
zombies,resource management,0
2d fighter,retro,0
3d platformer,retro,0.045454545
4x,retro,0.009259259
6dof,retro,0.090909091
abstract,retro,0
action,retro,0.02430243
action rpg,retro,0.003311258
action-adventure,retro,0.03125
addictive,retro,0.048780488
adventure,retro,0.016509434
agriculture,retro,0
aliens,retro,0
alternate history,retro,0
america,retro,0
animation & modeling,retro,0
anime,retro,0.010752688
arcade,retro,0.06
arena shooter,retro,0.02
artificial intelligence,retro,0
assassin,retro,0
atmospheric,retro,0.013250195
audio production,retro,0
base building,retro,0.015151515
based on a novel,retro,0.025
basketball,retro,0
batman,retro,0
beat 'em up,retro,0.024875622
beautiful,retro,0.013793103
benchmark,retro,0
blood,retro,0.028169014
board game,retro,0
building,retro,0.002506266
bullet hell,retro,0.070967742
bullet time,retro,0.029411765
capitalism,retro,0
card game,retro,0
cartoony,retro,0
casual,retro,0.007671233
character action game,retro,0.022222222
character customization,retro,0.006369427
chess,retro,0
choices matter,retro,0
choose your own adventure,retro,0
cinematic,retro,0
city builder,retro,0.013157895
class-based,retro,0
classic,retro,0.06313416
co-op,retro,0.009615385
co-op campaign,retro,0
cold war,retro,0
comedy,retro,0.025099075
comic book,retro,0
competitive,retro,0.004545455
conspiracy,retro,0.076923077
conversation,retro,0
crafting,retro,0.007575758
crime,retro,0
crowdfunded,retro,0.037037037
crpg,retro,0.03125
cult classic,retro,0.025974026
cute,retro,0.013651877
cyberpunk,retro,0.015957447
cycling,retro,0
dark comedy,retro,0
dark fantasy,retro,0.008196721
dark humor,retro,0.02
dating sim,retro,0
demons,retro,0
design & illustration,retro,0
destruction,retro,0
detective,retro,0.016129032
difficult,retro,0.025374856
dinosaurs,retro,0
diplomacy,retro,0
documentary,retro,0
dog,retro,0
dragons,retro,0
drama,retro,0
driving,retro,0
dungeon crawler,retro,0.045714286
dungeons & dragons,retro,0.016666667
dynamic narration,retro,0
dystopian ,retro,0.046153846
e-sports,retro,0
early access,retro,0.004716981
economy,retro,0.015873016
education,retro,0
emotional,retro,0.015384615
epic,retro,0
episodic,retro,0.00862069
experience,retro,0
experimental,retro,0.022222222
exploration,retro,0.015360983
family friendly,retro,0.009202454
fantasy,retro,0.015347334
fast-paced,retro,0.025735294
female protagonist,retro,0.021791768
fighting,retro,0.006060606
first-person,retro,0.01
fishing,retro,0
flight,retro,0.026086957
fmv,retro,0.048780488
football,retro,0
fps,retro,0.017688679
funny,retro,0.014662757
futuristic,retro,0.008403361
gambling,retro,0
game development,retro,0
gamemaker,retro,0.095238095
games workshop,retro,0
god game,retro,0.019230769
golf,retro,0
gore,retro,0.013586957
gothic,retro,0.049180328
grand strategy,retro,0
grid-based movement,retro,0.052631579
gun customization,retro,0.025
hack and slash,retro,0.008450704
hacking,retro,0
hand-drawn,retro,0.02020202
heist,retro,0
hex grid,retro,0
hidden object,retro,0
historical,retro,0.003194888
horror,retro,0.011235955
horses,retro,0
hunting,retro,0
illuminati,retro,0
indie,retro,0.022190261
intentionally awkward controls,retro,0
interactive fiction,retro,0.033707865
inventory management,retro,0
investigation,retro,0
isometric,retro,0.01754386
jrpg,retro,0.058510638
kickstarter,retro,0.015748031
lara croft,retro,0.018518519
lego,retro,0
lemmings,retro,0
level editor,retro,0.013422819
linear,retro,0
local co-op,retro,0.030828516
logic,retro,0
loot,retro,0.009009009
lore-rich,retro,0
lovecraftian,retro,0.018518519
magic,retro,0.007042254
management,retro,0.018181818
mars,retro,0
martial arts,retro,0
masterpiece,retro,0.02955665
match 3,retro,0
mature,retro,0
mechs,retro,0.015151515
medieval,retro,0.011904762
metroidvania,retro,0.037234043
military,retro,0
minigames,retro,0.166666667
minimalist,retro,0.009803922
mining,retro,0
mmorpg,retro,0.004608295
moba,retro,0
mod,retro,0
moddable,retro,0.014851485
modern,retro,0
mouse only,retro,0
movie,retro,0
multiple endings,retro,0.022727273
music,retro,0.027472527
music-based procedural generation,retro,0
mystery,retro,0.013392857
mythology,retro,0.027777778
narration,retro,0
naval,retro,0.035714286
ninja,retro,0.028846154
noir,retro,0.020833333
nonlinear,retro,0
nsfw,retro,0
nudity,retro,0
offroad,retro,0
old school,retro,0.048780488
on-rails shooter,retro,0
online co-op,retro,0.012437811
open world,retro,0.004633205
otome,retro,0
parkour,retro,0.005988024
parody ,retro,0.034482759
party-based rpg,retro,0.025316456
perma death,retro,0.018691589
philisophical,retro,0
photo editing,retro,0
physics,retro,0.003030303
pinball,retro,0.1
pirates,retro,0
platformer,retro,0.04
point & click,retro,0.021352313
political,retro,0.021276596
politics,retro,0
pool,retro,0
post-apocalyptic,retro,0.019762846
procedural generation,retro,0.01242236
programming,retro,0
psychedelic,retro,0.043478261
psychological,retro,0.022988506
psychological horror,retro,0.004739336
puzzle,retro,0.012188659
puzzle-platformer,retro,0.03960396
pve,retro,0
pvp,retro,0
quick-time events,retro,0.021276596
racing,retro,0.014836795
real time tactics,retro,0
real-time,retro,0.0125
real-time with pause,retro,0.010204082
realistic,retro,0
relaxing,retro,0.013888889
resource management,retro,0
retro,retro,0.050324675
rhythm,retro,0
robots,retro,0.015706806
rogue-like,retro,0.026470588
rogue-lite,retro,0.040983607
romance,retro,0.006329114
rome,retro,0
rpg,retro,0.018875193
rpgmaker,retro,0.045045045
rts,retro,0.002808989
runner,retro,0
sailing,retro,0
sandbox,retro,0.007444169
satire,retro,0.051282051
sci-fi,retro,0.015166835
science,retro,0
score attack,retro,0.032258065
sequel,retro,0
sexual content,retro,0
shoot 'em up,retro,0.070707071
shooter,retro,0.018370607
short,retro,0.025906736
side scroller,retro,0.060240964
silent protagonist,retro,0
simulation,retro,0.00952381
sniper,retro,0
soccer,retro,0
software,retro,0
software training,retro,0
sokoban,retro,0
souls-like,retro,0
space,retro,0.015652174
space sim,retro,0
spectacle fighter,retro,0
spelling,retro,0
split screen,retro,0.01369863
sports,retro,0.012987013
star wars,retro,0
stealth,retro,0.004444444
steam machine,retro,0
steampunk,retro,0.022099448
story rich,retro,0.012282497
strategy,retro,0.008559201
strategy rpg,retro,0
stylized,retro,0.027027027
superhero,retro,0
supernatural,retro,0.014285714
surreal,retro,0.013888889
survival,retro,0.006157635
survival horror,retro,0.006993007
swordplay,retro,0
tactical,retro,0.008278146
tactical rpg,retro,0.052631579
tanks,retro,0
team-based,retro,0
text-based,retro,0
third person,retro,0.008241758
third-person shooter,retro,0.004166667
thriller,retro,0.025641026
time attack,retro,0
time management,retro,0
time manipulation,retro,0
time travel,retro,0
top-down,retro,0.051948052
top-down shooter,retro,0.025641026
touch-friendly,retro,0.035714286
tower defense,retro,0.011952191
trackir,retro,0
trading,retro,0
trading card game,retro,0
trains,retro,0
transhumanism,retro,0
turn-based,retro,0.021563342
turn-based combat,retro,0
turn-based strategy,retro,0.012048193
turn-based tactics,retro,0.0125
twin stick shooter,retro,0.029411765
typing,retro,0
underground,retro,0
underwater,retro,0
unforgiving,retro,0
utilities,retro,0
vampire,retro,0.02
video production,retro,0
villain protagonist,retro,0
violent,retro,0.022988506
visual novel,retro,0.002597403
voice control,retro,0
voxel,retro,0.024390244
walking simulator,retro,0.009756098
war,retro,0.002463054
wargame,retro,0
warhammer 40k,retro,0
web publishing,retro,0
werewolves,retro,0.033333333
western,retro,0.04
word game,retro,0
world war i,retro,0.071428571
world war ii,retro,0.006666667
wrestling,retro,0
zombies,retro,0.012738854
2d fighter,rhythm,0
3d platformer,rhythm,0
4x,rhythm,0
6dof,rhythm,0
abstract,rhythm,0
action,rhythm,0.002880288
action rpg,rhythm,0
action-adventure,rhythm,0
addictive,rhythm,0.024390244
adventure,rhythm,0.000181422
agriculture,rhythm,0
aliens,rhythm,0
alternate history,rhythm,0
america,rhythm,0
animation & modeling,rhythm,0
anime,rhythm,0
arcade,rhythm,0.003076923
arena shooter,rhythm,0
artificial intelligence,rhythm,0
assassin,rhythm,0
atmospheric,rhythm,0
audio production,rhythm,0
base building,rhythm,0
based on a novel,rhythm,0
basketball,rhythm,0
batman,rhythm,0
beat 'em up,rhythm,0.004975124
beautiful,rhythm,0
benchmark,rhythm,0
blood,rhythm,0
board game,rhythm,0
building,rhythm,0
bullet hell,rhythm,0.012903226
bullet time,rhythm,0
capitalism,rhythm,0
card game,rhythm,0
cartoony,rhythm,0
casual,rhythm,0.003835616
character action game,rhythm,0
character customization,rhythm,0
chess,rhythm,0
choices matter,rhythm,0
choose your own adventure,rhythm,0
cinematic,rhythm,0
city builder,rhythm,0
class-based,rhythm,0
classic,rhythm,0
co-op,rhythm,0
co-op campaign,rhythm,0
cold war,rhythm,0
comedy,rhythm,0.001321004
comic book,rhythm,0
competitive,rhythm,0
conspiracy,rhythm,0
conversation,rhythm,0
crafting,rhythm,0
crime,rhythm,0
crowdfunded,rhythm,0
crpg,rhythm,0
cult classic,rhythm,0
cute,rhythm,0
cyberpunk,rhythm,0
cycling,rhythm,0
dark comedy,rhythm,0
dark fantasy,rhythm,0
dark humor,rhythm,0
dating sim,rhythm,0
demons,rhythm,0
design & illustration,rhythm,0
destruction,rhythm,0
detective,rhythm,0
difficult,rhythm,0.003460208
dinosaurs,rhythm,0
diplomacy,rhythm,0
documentary,rhythm,0
dog,rhythm,0
dragons,rhythm,0
drama,rhythm,0
driving,rhythm,0
dungeon crawler,rhythm,0
dungeons & dragons,rhythm,0
dynamic narration,rhythm,0
dystopian ,rhythm,0
e-sports,rhythm,0
early access,rhythm,0
economy,rhythm,0
education,rhythm,0.01369863
emotional,rhythm,0
epic,rhythm,0.013513514
episodic,rhythm,0
experience,rhythm,0
experimental,rhythm,0.011111111
exploration,rhythm,0
family friendly,rhythm,0
fantasy,rhythm,0
fast-paced,rhythm,0.007352941
female protagonist,rhythm,0
fighting,rhythm,0.003030303
first-person,rhythm,0
fishing,rhythm,0
flight,rhythm,0
fmv,rhythm,0
football,rhythm,0
fps,rhythm,0
funny,rhythm,0
futuristic,rhythm,0
gambling,rhythm,0
game development,rhythm,0
gamemaker,rhythm,0
games workshop,rhythm,0
god game,rhythm,0
golf,rhythm,0
gore,rhythm,0
gothic,rhythm,0
grand strategy,rhythm,0
grid-based movement,rhythm,0
gun customization,rhythm,0
hack and slash,rhythm,0
hacking,rhythm,0
hand-drawn,rhythm,0
heist,rhythm,0
hex grid,rhythm,0
hidden object,rhythm,0
historical,rhythm,0
horror,rhythm,0
horses,rhythm,0
hunting,rhythm,0
illuminati,rhythm,0
indie,rhythm,0.002465585
intentionally awkward controls,rhythm,0
interactive fiction,rhythm,0
inventory management,rhythm,0
investigation,rhythm,0
isometric,rhythm,0
jrpg,rhythm,0
kickstarter,rhythm,0
lara croft,rhythm,0
lego,rhythm,0
lemmings,rhythm,0
level editor,rhythm,0.006711409
linear,rhythm,0
local co-op,rhythm,0
logic,rhythm,0
loot,rhythm,0
lore-rich,rhythm,0
lovecraftian,rhythm,0
magic,rhythm,0
management,rhythm,0
mars,rhythm,0
martial arts,rhythm,0.029411765
masterpiece,rhythm,0
match 3,rhythm,0
mature,rhythm,0
mechs,rhythm,0
medieval,rhythm,0
metroidvania,rhythm,0
military,rhythm,0
minigames,rhythm,0
minimalist,rhythm,0
mining,rhythm,0
mmorpg,rhythm,0
moba,rhythm,0
mod,rhythm,0
moddable,rhythm,0
modern,rhythm,0
mouse only,rhythm,0
movie,rhythm,0
multiple endings,rhythm,0
music,rhythm,0.071428571
music-based procedural generation,rhythm,0
mystery,rhythm,0
mythology,rhythm,0
narration,rhythm,0
naval,rhythm,0
ninja,rhythm,0
noir,rhythm,0
nonlinear,rhythm,0
nsfw,rhythm,0
nudity,rhythm,0
offroad,rhythm,0
old school,rhythm,0
on-rails shooter,rhythm,0
online co-op,rhythm,0
open world,rhythm,0
otome,rhythm,0
parkour,rhythm,0
parody ,rhythm,0
party-based rpg,rhythm,0
perma death,rhythm,0
philisophical,rhythm,0
photo editing,rhythm,0
physics,rhythm,0
pinball,rhythm,0
pirates,rhythm,0
platformer,rhythm,0.0016
point & click,rhythm,0
political,rhythm,0
politics,rhythm,0
pool,rhythm,0
post-apocalyptic,rhythm,0
procedural generation,rhythm,0
programming,rhythm,0
psychedelic,rhythm,0
psychological,rhythm,0
psychological horror,rhythm,0
puzzle,rhythm,0.001059883
puzzle-platformer,rhythm,0
pve,rhythm,0
pvp,rhythm,0
quick-time events,rhythm,0
racing,rhythm,0
real time tactics,rhythm,0
real-time,rhythm,0
real-time with pause,rhythm,0
realistic,rhythm,0
relaxing,rhythm,0
resource management,rhythm,0
retro,rhythm,0.001623377
rhythm,rhythm,0.013157895
robots,rhythm,0
rogue-like,rhythm,0
rogue-lite,rhythm,0
romance,rhythm,0
rome,rhythm,0
rpg,rhythm,0
rpgmaker,rhythm,0
rts,rhythm,0
runner,rhythm,0
sailing,rhythm,0
sandbox,rhythm,0
satire,rhythm,0
sci-fi,rhythm,0
science,rhythm,0
score attack,rhythm,0
sequel,rhythm,0
sexual content,rhythm,0
shoot 'em up,rhythm,0.01010101
shooter,rhythm,0.000798722
short,rhythm,0
side scroller,rhythm,0.004016064
silent protagonist,rhythm,0
simulation,rhythm,0.001269841
sniper,rhythm,0
soccer,rhythm,0
software,rhythm,0
software training,rhythm,0
sokoban,rhythm,0
souls-like,rhythm,0
space,rhythm,0
space sim,rhythm,0
spectacle fighter,rhythm,0
spelling,rhythm,0
split screen,rhythm,0
sports,rhythm,0
star wars,rhythm,0
stealth,rhythm,0
steam machine,rhythm,0
steampunk,rhythm,0
story rich,rhythm,0
strategy,rhythm,0
strategy rpg,rhythm,0
stylized,rhythm,0
superhero,rhythm,0
supernatural,rhythm,0
surreal,rhythm,0
survival,rhythm,0
